Year,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,MSRP
1994,73,3,0,3,4,0,4,29,24,2000
2013,265,6,1,1,4,2,6,24,18,41250
2013,265,6,1,2,4,2,6,23,18,42650
2015,420,8,1,0,4,2,2,23,15,59900
2015,420,8,1,0,4,2,2,23,15,54500
2016,311,6,1,0,4,2,2,26,17,49000
2016,420,8,1,0,4,2,2,23,15,61900
2016,311,6,1,0,4,2,2,26,17,54900
2011,180,4,1,1,4,1,2,31,23,21049
2011,180,4,1,1,4,1,2,30,23,22049
2011,180,4,1,1,4,1,2,30,23,24149
2011,180,4,1,2,4,1,2,29,22,27299
2011,180,4,1,2,4,1,2,29,22,23399
2011,185,4,0,1,4,1,2,29,20,24849
2011,185,4,0,1,4,1,2,29,20,23049
2011,180,4,1,1,4,1,2,30,23,25949
2011,180,4,1,2,4,1,2,30,23,22099
2011,180,4,1,2,4,1,2,29,22,25499
2011,185,4,0,1,4,1,2,31,21,18999
2012,180,4,1,1,4,1,2,30,23,23899
2012,180,4,1,2,4,1,2,29,22,25249
2012,180,4,1,2,4,1,2,29,22,27549
2012,180,4,1,1,4,1,2,30,23,22299
2012,180,4,1,2,4,1,2,29,22,23649
2012,180,4,1,2,4,1,2,29,22,25749
2012,180,4,1,1,4,1,2,30,23,24399
2012,185,4,0,1,4,1,2,31,21,18999
2012,180,4,1,1,4,1,2,30,23,26199
2012,185,4,0,1,4,1,2,29,20,25099
2012,180,4,1,1,4,1,2,31,23,20999
2012,185,4,0,1,4,1,2,29,20,22249
2012,180,4,1,2,4,1,2,29,22,27549
2012,180,4,1,1,4,1,2,30,23,26199
2012,180,4,1,2,4,1,2,30,23,22349
2013,180,4,1,1,4,1,2,30,23,25799
2013,180,4,1,1,4,1,2,30,23,21749
2013,180,4,1,2,4,1,2,29,22,23249
2013,180,4,1,2,4,1,2,29,22,28999
2013,185,4,0,1,4,1,2,29,20,19999
2013,180,4,1,2,4,1,2,29,22,27199
2015,182,4,1,1,4,2,2,36,25,35725
2015,304,6,1,1,4,2,2,28,18,31065
2015,304,6,1,2,4,2,2,26,17,40500
2015,304,6,1,1,4,2,2,28,18,39970
2015,182,4,1,1,4,2,2,36,25,33635
2015,304,6,1,1,4,2,2,28,18,38025
2015,304,6,1,2,4,2,2,26,17,38730
2016,304,6,1,1,4,2,2,28,18,34065
2016,304,6,1,1,4,2,2,28,18,40145
2016,304,6,1,2,4,2,2,26,17,38905
2016,304,6,1,1,4,2,2,28,18,35900
2016,304,6,1,1,4,2,2,28,18,33810
2016,304,6,1,2,4,2,2,26,17,40675
2016,304,6,1,1,4,2,2,28,18,38200
2016,304,6,1,1,4,2,2,28,18,31065
2017,310,6,1,1,4,2,2,31,21,36065
2017,310,6,1,1,4,2,2,31,21,38665
2017,310,6,1,2,4,2,2,29,20,43265
2017,310,6,1,1,4,2,2,31,21,32065
2017,310,6,1,1,4,2,2,31,21,41065
2013,291,4,3,2,4,0,2,22,17,37895
2013,291,4,0,2,4,0,2,23,17,34695
2014,291,4,3,2,4,0,2,22,17,38195
2014,291,4,0,2,4,0,2,23,17,34995
2015,303,4,0,2,4,0,2,23,17,37995
2015,291,4,0,2,4,0,2,23,17,34495
2015,291,4,3,2,4,0,2,22,17,38995
2012,168,4,1,1,4,0,4,29,22,21345
2012,148,4,1,1,4,0,4,32,24,18395
2013,148,4,1,1,4,0,4,32,24,18495
2013,168,4,1,1,4,0,4,29,22,21495
2014,168,4,1,1,4,0,4,29,22,21945
2014,148,4,1,1,4,0,4,32,24,18595
2015,148,4,0,1,4,0,2,34,25,17395
2015,237,4,3,2,4,0,2,25,18,29495
2015,168,4,0,1,4,0,2,31,22,20595
2015,168,4,1,1,4,0,2,30,23,21595
2015,168,4,1,2,4,0,2,29,22,20995
2015,148,4,1,1,4,0,2,34,26,18295
2016,148,4,1,1,4,0,2,35,27,18595
2016,168,4,1,2,4,0,2,31,23,20995
2016,148,4,0,1,4,0,2,34,24,17595
2016,168,4,1,1,4,0,2,31,24,23495
2016,168,4,0,1,4,0,2,31,22,22495
2016,168,4,1,2,4,0,2,31,23,19995
2016,168,4,1,2,4,0,2,31,23,21995
2017,168,4,1,2,4,0,2,30,23,20295
2017,168,4,1,2,4,0,2,30,23,21095
2017,148,4,1,1,4,0,2,34,27,18795
2017,148,4,0,1,4,0,2,33,24,17795
2017,168,4,1,2,4,0,2,30,23,22095
2015,381,8,1,3,4,1,6,18,13,80155
2016,381,8,1,3,4,1,6,18,13,83825
2017,381,8,1,3,4,1,6,18,13,84325
2011,620,12,1,0,4,2,1,16,10,1380000
2012,620,12,1,0,4,2,1,16,10,1382750
1992,92,4,0,1,2,0,5,29,21,2000
1992,135,4,0,1,2,0,5,26,19,2000
1992,195,4,0,1,2,0,5,26,19,2000
1992,195,4,0,2,2,0,5,23,18,2000
1993,195,4,0,2,2,0,5,23,18,2000
1993,195,4,0,1,2,0,5,26,19,2000
1993,92,4,0,1,2,0,5,29,21,2000
1993,135,4,0,1,2,0,5,26,19,2000
1994,195,4,0,2,2,0,5,23,18,2000
1994,92,4,0,1,2,0,5,29,21,2000
1994,195,4,0,1,2,0,5,26,19,2000
1994,135,4,0,1,2,0,5,26,19,2000
1993,141,6,0,1,2,0,0,26,17,2000
1993,141,6,1,1,4,0,2,26,18,2000
1993,100,4,0,1,2,0,0,26,21,2000
1993,141,6,0,1,2,0,1,24,17,2000
1993,100,4,0,1,2,0,1,24,18,2000
1993,141,6,1,1,2,0,0,26,18,2000
1993,100,4,1,1,4,0,2,26,21,2000
1993,141,6,1,1,2,0,1,26,18,2000
1994,141,6,1,1,2,0,1,26,18,2000
1994,142,6,1,1,4,0,2,24,18,2000
1994,142,6,1,1,4,0,2,26,18,2000
1995,141,6,1,1,2,0,1,26,18,2000
1991,74,4,0,1,2,0,0,34,25,2000
1991,74,4,0,1,2,0,0,36,27,2000
1991,74,4,0,1,4,0,2,36,27,2000
1992,74,4,0,1,2,0,0,34,24,2000
1992,74,4,0,1,4,0,2,37,26,2000
1992,74,4,0,1,2,0,0,37,26,2000
1993,74,4,0,1,4,0,2,37,26,2000
1993,74,4,0,1,2,0,0,34,24,2000
1993,74,4,0,1,2,0,0,37,26,2000
2014,,0,2,1,4,0,4,101,126,35020
2014,,0,2,1,4,0,4,101,126,32000
2014,,0,2,1,4,0,4,101,126,28980
2015,,0,2,1,4,0,4,101,126,32100
2015,,0,2,1,4,0,4,101,126,35120
2015,,0,2,1,4,0,4,101,126,29010
2015,,0,2,1,4,0,4,101,126,32000
2016,,0,2,1,4,0,4,101,126,29010
2016,,0,2,1,4,0,4,101,124,34200
2016,,0,2,1,4,0,4,101,124,36790
2015,175,4,1,2,4,1,2,36,26,26495
2015,256,6,1,2,4,1,2,28,20,29595
2015,175,4,1,2,4,1,2,36,26,26795
2015,175,4,1,2,4,1,2,36,26,23495
2015,175,4,1,2,4,1,2,36,26,21995
2015,175,4,1,2,4,1,2,36,26,23795
2015,175,4,1,2,4,1,2,36,26,21695
2016,175,4,1,2,4,1,2,36,26,21745
2016,175,4,1,2,4,1,2,36,26,26845
2016,256,6,1,2,4,1,2,29,20,29945
2016,175,4,1,2,4,1,2,36,26,23845
2016,175,4,1,2,4,1,2,36,26,22045
2016,175,4,1,2,4,1,2,36,26,27145
2016,175,4,1,2,4,1,2,36,26,24145
2017,256,6,1,2,4,1,2,28,20,31640
2017,175,4,1,2,4,1,2,34,25,23995
2017,175,4,1,2,4,1,2,34,25,21995
2017,175,4,1,2,4,1,2,34,25,25995
2017,175,4,1,2,4,1,2,34,25,28840
1993,200,6,0,1,4,1,2,23,15,2000
1993,200,6,0,1,4,1,2,23,16,2060
1993,230,6,0,1,2,1,0,23,15,2042
1993,200,6,0,1,4,1,2,23,16,2000
1993,230,6,0,1,2,1,0,23,15,2000
1994,230,6,0,1,2,1,0,24,16,2181
1994,200,6,0,1,4,1,2,23,16,2028
1994,200,6,1,1,4,1,2,22,17,2063
1994,230,6,0,1,4,1,2,24,16,2066
1994,230,6,0,1,2,1,0,24,16,2384
1995,200,6,1,1,4,1,2,22,17,2356
1995,230,6,0,1,2,1,0,24,16,2506
1995,230,6,0,1,2,1,0,24,16,2265
1995,200,6,1,1,4,1,2,22,17,2144
1995,200,6,0,1,4,1,2,23,16,2135
1995,230,6,0,1,4,1,2,24,16,2066
2003,205,6,1,1,4,2,2,27,17,25645
2003,205,6,1,1,4,2,2,27,17,31420
2004,205,6,1,1,4,2,2,27,18,26040
2004,205,6,1,1,4,2,2,27,18,32085
2005,205,6,1,1,4,2,2,27,18,26725
2005,205,6,1,1,4,2,2,27,18,32385
2017,424,6,1,2,4,2,6,19,14,83000
2017,345,6,1,2,4,2,6,20,14,72000
2012,552,10,3,0,2,0,0,16,11,375000
1999,253,6,1,1,4,2,2,24,16,2000
2000,253,6,1,1,4,2,2,24,16,2087
2001,253,6,1,1,4,2,2,24,16,28680
1992,90,4,0,1,4,0,3,28,22,2000
1992,90,4,0,1,4,0,2,29,22,2000
1992,90,4,0,3,4,0,3,26,21,2000
1992,90,4,0,3,4,0,2,26,21,2000
1993,90,4,0,1,4,0,3,28,22,2000
1993,90,4,0,3,4,0,3,26,21,2000
1993,90,4,0,1,4,0,2,29,22,2000
1993,90,4,0,3,4,0,2,26,21,2000
1994,90,4,0,3,4,0,3,26,21,2000
2013,240,4,1,2,4,0,6,24,17,36400
2013,240,4,1,2,4,0,6,24,17,41500
2013,240,4,1,2,4,0,6,24,17,38900
2014,240,4,1,2,4,0,6,24,17,36600
2014,240,4,1,2,4,0,6,24,17,39100
2014,240,4,1,2,4,0,6,24,17,41700
2015,240,4,1,2,4,0,6,24,17,36600
2015,240,4,1,2,4,0,6,24,17,39100
2015,240,4,1,2,4,0,6,24,17,41700
2008,300,8,1,3,4,1,6,17,12,48525
2008,300,8,1,3,4,1,6,17,12,54025
2009,300,8,1,3,4,1,6,17,12,45975
2014,340,6,1,3,4,1,6,19,14,49700
2014,340,6,1,3,4,1,6,19,14,59900
2014,340,6,1,3,4,1,6,19,14,54600
2014,340,6,1,3,4,1,6,19,14,69279
2015,340,6,1,3,4,1,6,19,14,60600
2015,340,6,1,3,4,1,6,19,14,50400
2015,340,6,1,3,4,1,6,19,14,55300
2016,340,6,1,3,4,1,6,19,15,50400
2016,340,6,1,3,4,1,6,19,15,55300
2016,340,6,1,3,4,1,6,19,15,60600
1998,290,8,1,0,4,1,2,23,17,4207
1999,290,8,1,0,4,1,2,23,16,4556
2000,290,8,1,0,4,1,2,23,16,5035
2004,290,8,1,0,4,2,2,23,16,55375
2005,290,8,1,0,4,2,2,23,16,56225
2006,278,8,1,0,4,2,2,23,16,56525
2015,360,8,1,2,4,2,2,23,16,82305
2015,386,8,1,0,4,2,2,24,16,84500
2015,386,8,1,0,4,2,2,24,16,78820
2015,386,8,1,0,4,2,2,24,16,72520
2015,360,8,1,2,4,2,2,23,16,75465
2015,360,8,1,2,4,2,2,23,16,87500
2016,360,8,1,2,4,2,2,23,16,75465
2016,386,8,1,0,4,2,2,24,16,78820
2016,386,8,1,0,4,2,2,24,16,72520
2016,360,8,1,2,4,2,2,23,16,82305
2017,359,8,1,2,4,2,2,23,16,82305
2017,386,8,1,0,4,2,2,24,16,72520
2017,386,8,1,0,4,2,2,24,16,78820
2017,359,8,1,2,4,2,2,23,16,75465
2014,438,8,1,2,4,2,2,23,19,120060
2015,438,8,1,2,4,2,2,23,19,120440
2016,438,8,1,2,4,2,2,23,19,120440
2004,232,6,1,0,4,1,2,24,17,36770
2004,280,8,1,0,4,1,2,23,15,43370
2004,232,6,1,0,4,1,2,24,17,36140
2004,280,8,1,0,4,1,2,23,15,39970
2004,232,6,1,0,4,1,2,24,17,32370
2005,280,8,1,0,4,1,2,22,16,43590
2005,232,6,1,0,4,1,2,24,17,32640
2005,232,6,1,0,4,1,2,24,17,36360
2005,232,6,1,0,4,1,2,24,17,36990
2005,280,8,1,0,4,1,2,22,16,40190
2006,280,8,1,0,4,1,2,23,16,39285
1997,240,6,1,1,4,2,2,24,16,2136
1997,205,6,1,1,4,2,2,26,17,2080
1998,195,6,1,1,4,2,2,27,17,2283
1998,240,6,1,1,4,2,2,25,16,2444
1999,240,6,1,1,4,2,2,25,16,2681
1999,205,6,1,1,4,2,2,27,17,2356
1990,150,8,1,0,4,2,2,22,15,2000
1990,150,8,1,0,4,2,3,22,15,2000
1990,150,8,1,0,4,2,3,22,15,2000
1990,150,8,1,0,4,2,3,22,15,2000
1990,150,8,1,0,4,2,2,22,15,2000
1990,150,8,1,0,4,2,3,22,15,2000
1991,150,8,1,0,4,2,3,22,15,2000
1991,150,8,1,0,4,2,2,22,15,2000
1991,150,8,1,0,4,2,3,22,15,2000
1991,150,8,1,0,4,2,2,22,15,2000
1991,150,8,1,0,4,2,3,22,15,2000
1991,150,8,1,0,4,2,2,22,15,2000
1991,150,8,1,0,4,2,3,22,15,2000
2009,292,8,1,1,4,2,2,22,15,40205
2009,227,6,1,1,4,2,2,26,17,32520
2009,227,6,1,1,4,2,2,26,17,29265
2009,227,6,1,1,4,2,2,26,17,35770
2009,227,6,1,1,4,2,2,26,17,33120
2009,227,6,1,1,4,2,2,26,17,35270
2009,227,6,1,1,4,2,2,26,17,30770
2009,227,6,1,1,4,2,2,26,17,34670
2010,227,6,1,1,4,2,2,26,17,35730
2010,227,6,1,1,4,2,2,26,17,30930
2010,227,6,1,1,4,2,2,26,17,34830
2010,227,6,1,1,4,2,2,26,17,33230
2010,227,6,1,1,4,2,2,26,17,32730
2010,292,8,1,1,4,2,2,22,15,42515
2010,227,6,1,1,4,2,2,26,17,29230
2010,227,6,1,1,4,2,2,26,17,35625
2010,227,6,1,1,4,2,2,26,17,36230
2011,227,6,1,1,4,2,2,27,17,29730
2011,227,6,1,1,4,2,2,27,17,35675
2011,227,6,1,1,4,2,2,27,17,33130
2011,292,8,1,1,4,2,2,23,15,44460
1994,120,6,1,1,3,0,8,21,17,2000
1994,120,6,1,1,3,0,13,21,17,2000
1995,120,6,1,1,3,0,8,21,17,2000
1995,120,6,1,1,3,0,13,21,17,2000
1996,180,6,1,1,3,0,8,24,17,2000
1996,180,6,1,1,3,0,13,24,17,2000
1999,160,6,1,1,4,1,2,26,17,2000
1999,160,6,1,1,4,1,2,26,17,2000
1999,200,6,1,1,4,1,2,27,17,2044
2000,175,6,1,1,4,1,2,27,18,2100
2001,175,6,1,1,4,1,2,26,18,18890
1996,212,6,1,3,4,1,6,14,12,3667
1997,212,6,1,3,4,1,6,14,12,4282
2005,235,8,1,3,4,1,6,16,12,65225
2006,275,8,1,3,4,1,6,15,12,67395
2007,268,8,1,3,4,1,6,15,12,67395
2015,383,8,1,3,4,1,6,17,12,83180
2016,383,8,1,3,4,2,6,18,13,88880
2017,383,8,1,3,4,2,6,18,13,89380
2013,240,6,1,2,4,1,6,28,20,51270
2013,518,8,1,2,4,1,6,17,13,96100
2013,402,8,1,2,4,1,6,20,14,58800
2013,302,6,1,2,4,1,6,23,18,49770
2013,302,6,1,0,4,1,6,23,18,47270
2014,518,8,1,2,4,1,6,17,13,97250
2014,240,6,1,2,4,1,6,28,20,51790
2014,302,6,1,2,4,1,6,22,17,50290
2014,402,8,1,2,4,1,6,19,14,59450
2014,302,6,1,0,4,1,6,24,18,47790
2015,329,6,1,2,4,1,6,22,18,62900
2015,302,6,1,0,4,1,6,24,18,48300
2015,,4,1,2,4,1,6,29,22,49800
2015,518,8,1,2,4,1,6,17,13,98400
2015,302,6,1,2,4,1,6,22,17,50800
2016,365,6,0,0,2,0,0,26,18,51700
2017,365,6,0,0,2,0,0,26,18,51700
1990,162,6,1,0,2,1,0,23,17,2000
1991,162,6,1,0,2,1,1,23,17,2000
1991,162,6,1,0,2,1,0,23,17,2000
1992,162,6,1,0,2,1,0,23,17,2000
1992,162,6,1,0,2,1,1,23,17,2000
2008,275,6,1,0,4,2,2,23,16,43900
2008,275,6,1,2,4,2,2,22,16,45650
2009,303,6,1,0,4,2,2,25,17,45800
2009,275,6,1,2,4,2,2,22,16,47950
2010,303,6,1,0,4,2,2,25,17,45800
2010,303,6,1,2,4,2,2,22,16,47950
2011,330,6,1,2,4,2,2,24,17,49200
2011,330,6,1,0,4,2,2,26,18,47050
2015,425,6,0,0,4,1,2,26,17,62000
2016,425,6,0,0,4,1,2,26,17,63500
2017,425,6,0,0,4,1,2,26,17,64000
2016,493,6,3,0,2,1,0,23,16,133205
2008,325,8,1,0,4,2,2,21,16,50250
2008,325,8,1,2,4,2,2,20,14,52750
2009,325,8,1,0,4,2,2,21,16,52150
2009,325,8,1,2,4,2,2,20,14,54650
2010,325,8,1,2,4,2,2,20,14,54650
2010,325,8,1,0,4,2,2,21,16,52150
2015,425,6,0,0,2,1,0,26,17,64200
2015,425,6,0,0,2,1,1,26,17,72500
2016,425,6,0,0,2,1,1,26,17,74200
2016,425,6,0,0,2,1,0,26,17,65700
2017,425,6,0,0,2,1,1,26,17,74700
2017,425,6,0,0,2,1,0,26,17,66200
2011,420,8,1,2,4,2,2,23,16,60950
2011,420,8,1,0,4,2,2,25,16,58450
2014,552,8,3,0,4,2,2,20,14,92900
2015,560,8,3,0,4,2,2,20,14,93600
2016,560,8,3,0,4,2,2,20,14,94100
2015,560,8,3,0,4,2,2,20,14,115700
2016,552,8,3,0,4,2,2,20,14,117200
2017,560,8,3,0,4,2,2,20,14,117500
2015,560,8,3,0,2,1,1,20,14,118200
2015,560,8,3,0,2,1,0,20,14,111900
2016,552,8,3,0,2,1,1,20,14,119700
2016,552,8,3,0,2,1,0,20,14,113400
2017,560,8,3,0,2,1,0,20,14,113700
2017,560,8,3,0,2,1,1,22,15,120000
2015,400,6,3,2,4,1,6,23,17,72300
2015,340,6,3,2,4,1,6,23,17,49900
2016,340,6,3,2,4,1,6,23,17,52600
2016,400,6,3,2,4,1,6,23,17,73900
2017,360,6,3,2,4,1,6,23,17,67200
2017,340,6,3,2,4,1,6,23,17,54400
2017,400,6,3,2,4,1,6,23,17,76000
2017,252,4,3,2,4,1,6,25,20,47500
2006,340,8,1,2,4,2,3,22,15,32855
2006,340,8,1,0,4,2,3,23,15,30855
2006,190,6,1,0,4,2,3,26,18,22680
2006,250,6,1,2,4,2,3,22,15,29100
2006,425,8,1,0,4,2,3,18,13,37320
2007,250,6,1,2,4,2,3,22,15,29860
2007,190,6,1,0,4,2,3,26,18,23370
2007,340,8,1,0,4,2,3,23,15,31515
2007,340,8,1,2,4,2,3,22,15,33615
2007,425,8,1,0,4,2,3,18,13,37795
2008,425,8,1,0,4,2,3,18,13,38105
2008,340,8,1,2,4,2,3,22,15,33880
2008,250,6,1,0,4,2,3,24,17,27225
2008,250,6,1,2,4,2,3,22,15,29855
2008,340,8,1,0,4,2,3,23,15,31780
2008,178,6,1,0,4,2,3,26,18,23420
2008,219,6,1,1,4,1,2,29,18,20320
2008,145,4,1,1,4,1,2,30,22,17935
2008,219,6,1,1,4,1,2,29,18,19695
2008,164,4,1,1,4,1,2,32,24,23640
2009,164,4,1,1,4,1,2,34,26,25555
2010,164,4,1,1,4,1,2,34,26,25925
2016,197,4,1,1,4,1,2,34,24,23835
2016,197,4,1,1,4,1,2,34,24,22565
2016,197,4,1,1,4,1,2,34,24,28420
2016,197,4,1,1,4,1,2,34,24,22565
2005,200,6,1,1,4,1,4,28,20,24610
2005,200,6,1,1,4,1,4,28,20,21465
2005,200,6,1,1,4,1,4,28,20,20965
2006,201,6,1,1,4,1,4,28,20,23465
2006,201,6,1,1,4,1,4,28,20,20165
2006,240,6,1,1,4,1,4,24,16,23265
2006,201,6,1,1,4,1,4,28,20,19565
2007,217,6,1,1,4,1,4,28,18,20575
2007,217,6,1,1,4,1,4,28,18,19795
2007,240,6,1,1,4,1,4,22,15,23710
2007,217,6,1,1,4,1,4,28,18,23915
2015,196,4,1,1,4,1,2,36,25,28195
2015,196,4,1,1,4,1,2,36,25,25470
2015,259,4,1,1,4,1,2,30,21,30355
2015,196,4,1,1,4,1,2,36,25,22340
2015,259,4,1,1,4,1,2,30,21,27005
2015,196,4,1,1,4,1,2,36,25,23610
2015,196,4,1,1,4,1,2,36,25,22340
2016,160,4,1,1,4,1,2,37,27,21625
2016,250,4,1,1,4,1,2,33,22,28620
2016,182,4,2,1,4,1,2,46,47,27770
2016,250,4,1,1,4,1,2,33,22,30920
2016,160,4,1,1,4,1,2,37,27,23120
2016,160,4,1,1,4,1,2,37,27,25020
2016,160,4,1,1,4,1,2,37,27,23120
2017,160,4,1,1,4,1,2,36,27,25125
2017,182,4,2,1,4,1,2,43,49,27875
2017,160,4,1,1,4,1,2,36,27,21680
2017,250,4,1,1,4,1,2,33,22,30975
2017,160,4,1,1,4,1,2,36,27,23225
2006,300,8,1,0,4,2,9,18,13,38680
2006,300,8,1,3,4,2,9,16,12,42235
2007,300,8,1,3,4,2,9,16,12,41225
2007,300,8,1,3,4,2,9,16,12,41525
2007,300,8,1,0,4,2,9,16,12,38425
2007,300,8,1,0,4,2,9,16,12,38125
2008,300,8,1,0,4,2,9,16,12,38915
2008,300,8,1,3,4,2,9,17,13,42015
2008,300,8,1,3,4,2,9,17,13,41715
2008,300,8,1,0,4,2,9,16,12,38615
1996,280,8,1,0,2,2,0,24,16,2000
1996,280,8,1,0,2,2,0,24,16,2000
1997,280,8,1,0,2,2,0,24,16,2263
1997,280,8,1,0,2,2,0,24,16,2209
1998,280,8,1,0,2,2,0,24,15,2411
1998,290,8,1,0,2,2,0,24,15,2459
1990,225,8,1,0,2,2,0,22,15,2000
1990,225,8,1,0,2,2,0,22,15,2000
1991,225,8,1,0,2,2,0,22,15,2000
1991,225,8,1,0,2,2,0,22,15,2000
1992,225,8,1,0,2,2,0,22,15,2000
1992,225,8,1,0,2,2,0,22,15,2000
2011,132,4,1,1,4,0,4,32,25,19685
2011,158,4,1,1,4,0,4,29,21,20755
2011,158,4,0,1,4,0,4,28,21,19565
2011,158,4,1,2,4,0,4,26,20,21715
2011,132,4,0,1,4,0,4,32,26,18845
2012,158,4,1,2,4,0,4,26,20,21715
2012,132,4,0,1,4,0,4,32,26,18845
2012,158,4,1,1,4,0,4,29,21,20755
2012,132,4,1,1,4,0,4,32,25,19685
2012,158,4,0,1,4,0,4,28,21,19565
2013,132,4,1,1,4,0,4,32,25,20115
2013,158,4,1,2,4,0,4,26,20,22415
2013,158,4,0,1,4,0,4,28,21,20265
2013,158,4,1,1,4,0,4,29,21,21455
2013,132,4,0,1,4,0,4,32,26,19275
2014,290,6,1,1,4,1,2,26,19,34380
2014,290,6,1,1,4,1,2,26,19,31290
2016,300,6,1,1,4,1,2,30,22,36990
2016,300,6,1,1,4,1,2,30,22,34490
2016,300,6,1,1,4,1,2,30,22,32510
2016,300,6,1,1,4,1,2,30,22,39960
2016,300,6,1,1,4,1,2,30,22,37770
2017,300,6,1,1,4,1,2,30,21,34590
2017,300,6,1,1,4,1,2,30,21,37090
2017,300,6,1,1,4,1,2,30,21,40040
2017,300,6,1,1,4,1,2,30,21,32610
2017,300,6,1,1,4,1,2,30,21,37870
2016,523,12,1,0,4,2,2,20,13,189350
2017,523,12,1,0,4,2,2,21,13,191300
2011,263,4,0,1,4,0,4,25,18,23700
2012,263,4,0,1,4,0,4,25,18,24000
2013,263,4,0,1,4,0,4,25,18,24200
2006,274,4,0,2,4,1,2,23,17,27995
2006,274,4,0,2,4,1,2,23,17,29925
2007,274,4,0,2,4,1,2,23,17,29925
2007,274,4,0,2,4,1,2,23,17,27995
2004,178,4,0,0,2,0,1,24,18,25730
2005,178,4,0,0,2,0,1,24,18,25780
2005,178,4,0,0,2,0,1,24,18,26580
2003,170,4,0,1,4,0,2,27,21,20480
2003,170,4,0,1,4,0,2,27,21,19980
2001,315,6,0,0,2,0,0,23,15,44990
2001,315,6,0,0,2,0,1,23,15,45990
2002,315,6,0,0,2,0,0,25,17,44990
2006,330,6,0,0,2,0,0,22,14,49300
2006,330,6,0,0,2,0,1,22,14,51300
2015,290,6,1,2,4,1,6,27,18,44565
2015,290,6,1,2,4,1,6,27,18,48840
2015,290,6,1,2,4,1,6,27,18,50840
2015,290,6,1,1,4,1,6,28,20,42565
2015,290,6,1,1,4,1,6,28,20,48840
2015,290,6,1,1,4,1,6,28,20,46840
2015,290,6,1,2,4,1,6,27,18,56780
2015,290,6,1,1,4,1,6,28,20,54780
2016,290,6,1,1,4,1,6,27,19,43015
2016,290,6,1,1,4,1,6,27,19,49440
2016,290,6,1,2,4,1,6,26,18,46515
2016,290,6,1,1,4,1,6,27,19,44515
2016,290,6,1,2,4,1,6,26,19,55230
2016,290,6,1,2,4,1,6,26,18,45015
2016,290,6,1,1,4,1,6,27,20,53230
2016,290,6,1,2,4,1,6,26,18,52640
2016,290,6,1,2,4,1,6,26,18,51440
2016,290,6,1,2,4,1,6,26,18,50640
2016,290,6,1,1,4,1,6,27,20,55230
2016,290,6,1,2,4,1,6,26,18,49440
2016,290,6,1,1,4,1,6,27,19,47440
2016,290,6,1,1,4,1,6,27,19,48640
2016,290,6,1,1,4,1,6,27,19,50640
2016,290,6,1,2,4,1,6,26,19,57230
2017,290,6,1,2,4,1,6,26,19,56400
2017,290,6,1,1,4,1,6,27,19,48360
2017,290,6,1,2,4,1,6,26,18,50360
2017,290,6,1,2,4,1,6,26,18,52360
2017,290,6,1,2,4,1,6,26,19,58400
2017,290,6,1,1,4,1,6,27,20,56400
2017,290,6,1,1,4,1,6,27,19,43950
2017,290,6,1,1,4,1,6,27,19,50360
2017,290,6,1,2,4,1,6,26,18,45950
2017,290,6,1,1,4,1,6,27,20,54400
2016,208,4,1,0,4,0,8,23,20,32500
2016,208,4,1,0,3,2,13,24,21,28950
1999,55,3,0,1,2,0,5,42,34,2000
1999,79,4,0,1,4,0,2,39,33,2000
1999,79,4,0,1,2,0,5,39,33,2000
2000,79,4,0,1,4,0,2,38,31,2000
2000,55,3,0,1,2,0,5,41,32,2000
2000,79,4,0,1,2,0,5,38,31,2000
2001,79,4,1,1,4,0,2,31,26,12515
1994,116,4,0,0,2,0,11,23,18,2000
1994,116,6,0,3,2,0,11,20,15,2000
1994,151,4,0,0,2,0,10,23,18,2000
1995,116,4,0,0,2,0,11,23,18,2000
1996,116,4,0,0,2,0,11,23,18,2000
2000,210,6,1,1,4,1,2,25,17,2381
2000,210,6,1,1,4,1,2,25,17,2337
2000,170,6,1,1,4,1,2,24,17,2138
2001,210,6,1,1,4,1,2,25,17,31025
2001,170,6,1,1,4,1,2,24,17,28025
2002,170,6,1,1,4,1,2,24,17,28075
2002,210,6,1,1,4,1,2,25,17,31075
2002,210,6,1,1,4,1,2,25,17,31675
2002,170,6,1,1,4,1,2,24,17,28875
2012,330,6,1,2,4,2,2,24,17,49850
2012,330,6,1,0,4,2,2,26,18,47700
2012,360,6,1,0,4,2,2,32,27,53700
2012,420,8,1,0,4,2,2,24,16,59200
2012,420,8,1,2,4,2,2,23,16,61700
2013,420,8,1,0,4,2,2,24,16,61200
2013,360,6,1,0,4,2,2,32,27,54750
2013,330,6,1,0,4,2,2,26,18,48700
2013,420,8,1,2,4,2,2,23,16,63700
2013,330,6,1,2,4,2,2,24,17,50850
2017,78,3,0,1,4,0,2,40,33,13995
2017,78,3,1,1,4,0,2,42,35,16995
2017,78,3,1,1,4,0,2,42,35,15195
2014,74,3,0,1,4,0,4,42,34,12995
2014,74,3,1,1,4,0,4,44,37,15195
2014,74,3,0,1,4,0,4,42,34,14195
2014,74,3,1,1,4,0,4,44,37,13995
2015,74,3,0,1,4,0,4,42,34,12995
2015,74,3,0,1,4,0,4,42,34,14295
2015,74,3,1,1,4,0,4,44,37,15395
2015,74,3,1,1,4,0,4,44,37,14095
